Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa, Porcentaje de las empresas que tienen un área encargada de las TIC , GOBERNANZA , Porcentaje de las empresas que tienen presupuesto para las TIC , Porcentaje del presupuesto total asignado a las TIC , PRESUPUESTO , Porcentaje de las empresas que invierten en capacitar al personal , Porcentaje de las empresas que considera que es importante que su empresa domine las TIC , CAPACITIACIÓN , Porcentaje de las empresas que cuentan con un protocolo para dar respuesta a incidentes digitales , Porcentaje de las empresas que han estimado los costos de incidentes digitales , Porcentaje de las empresas que tienen un área encargada de la seguridad informática , SEGURIDAD , Porcentaje de las empresas que consideran que el acceso a las TIC es importante , Porcentaje de las empresas que han realizado innovaciones en su empresa usando las TIC , INNOVACIÓN , Calculo del Indice 
2017,Antioquia,Sector Terciario,Servicios,Educación,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Educación,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Educación,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Total,  31.1 ,  31.1 ,  16.2 ,  9.9 ,  14.3 ,  15.7 ,  72.8 ,  38.6 ,  14.5 ,  2.4 ,  17.8 ,  13.0 ,  67.8 ,  21.0 ,  39.7 ,  27.3 
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Micros,  25.6 ,  25.6 ,  14.0 ,  10.2 ,  12.8 ,  10.7 ,  67.5 ,  33.4 ,  8.7 ,  1.3 ,  13.4 ,  8.6 ,  60.9 ,  12.7 ,  32.0 ,  22.5 
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Pymes,  34.9 ,  34.9 ,  24.7 ,  11.4 ,  20.7 ,  28.3 ,  78.8 ,  48.5 ,  30.5 ,  5.3 ,  31.7 ,  25.8 ,  76.1 ,  35.5 ,  51.7 ,  36.3 
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Total,Total,Total,Total,  38.0 ,  38.0 ,  25.4 ,  13.8 ,  21.9 ,  33.1 ,  63.0 ,  45.1 ,  17.4 ,  5.2 ,  19.7 ,  15.7 ,  68.4 ,  28.5 ,  44.5 ,  33.0 
2017,Eje Cafetero,Total,Total,Total,Micros,  26.1 ,  26.1 ,  13.9 ,  8.4 ,  12.3 ,  17.7 ,  54.4 ,  32.4 ,  6.8 ,  1.0 ,  7.3 ,  5.8 ,  60.8 ,  19.0 ,  35.7 ,  22.4 
2017,Eje Cafetero,Total,Total,Total,Pymes,  62.8 ,  62.8 ,  47.4 ,  23.3 ,  40.2 ,  66.5 ,  80.4 ,  72.0 ,  36.8 ,  10.7 ,  44.4 ,  33.8 ,  84.0 ,  43.7 ,  59.8 ,  53.7 
2017,Eje Cafetero,Total,Total,Total,Grandes,  85.3 ,  85.3 ,  78.1 ,  42.1 ,  67.3 ,  88.4 ,  100.0 ,  93.0 ,  71.2 ,  35.7 ,  74.0 ,  64.9 ,  100.0 ,  85.6 ,  91.4 ,  80.4 
2017,Eje Cafetero,Sector Primario,Total,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Primario,Total,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Primario,Total,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Primario,Total,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Total,Total,Total,  28.2 ,  28.2 ,  37.1 ,  25.2 ,  33.5 ,  36.9 ,  57.1 ,  45.0 ,  22.3 ,  5.7 ,  22.3 ,  19.0 ,  59.2 ,  25.9 ,  39.2 ,  33.0 
2017,Eje Cafetero,Sector Secundario,Total,Total,Micros,  11.3 ,  11.3 ,  28.6 ,  17.6 ,  25.3 ,  10.9 ,  49.9 ,  26.5 ,  -   ,  -   ,  -   ,  -   ,  53.9 ,  17.3 ,  31.9 ,  19.0 
2017,Eje Cafetero,Sector Secundario,Total,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Total,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Total,  19.3 ,  19.3 ,  29.3 ,  21.7 ,  27.0 ,  29.1 ,  51.8 ,  38.2 ,  12.7 ,  -   ,  12.7 ,  10.2 ,  54.1 ,  22.8 ,  35.3 ,  26.0 
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Micros,  11.3 ,  11.3 ,  28.6 ,  17.6 ,  25.3 ,  10.9 ,  49.9 ,  26.5 ,  -   ,  -   ,  -   ,  -   ,  53.9 ,  17.3 ,  31.9 ,  19.0 
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,  19.3 ,  19.3 ,  29.3 ,  21.7 ,  27.0 ,  29.1 ,  51.8 ,  38.2 ,  12.7 ,  -   ,  12.7 ,  10.2 ,  54.1 ,  22.8 ,  35.3 ,  26.0 
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,  11.3 ,  11.3 ,  28.6 ,  17.6 ,  25.3 ,  10.9 ,  49.9 ,  26.5 ,  -   ,  -   ,  -   ,  -   ,  53.9 ,  17.3 ,  31.9 ,  19.0 
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Total,Total,Total,  38.8 ,  38.8 ,  24.4 ,  12.8 ,  20.9 ,  32.8 ,  63.5 ,  45.1 ,  17.0 ,  5.2 ,  19.5 ,  15.4 ,  69.2 ,  28.7 ,  44.9 ,  33.0 
2017,Eje Cafetero,Sector Terciario,Total,Total,Micros,  27.0 ,  27.0 ,  13.1 ,  7.8 ,  11.5 ,  18.1 ,  54.7 ,  32.8 ,  7.2 ,  1.0 ,  7.7 ,  6.1 ,  61.2 ,  19.1 ,  35.9 ,  22.6 
2017,Eje Cafetero,Sector Terciario,Total,Total,Pymes,  67.2 ,  67.2 ,  49.8 ,  23.9 ,  42.0 ,  68.2 ,  83.9 ,  74.5 ,  37.7 ,  12.1 ,  46.4 ,  35.2 ,  88.0 ,  47.6 ,  63.8 ,  56.5 
2017,Eje Cafetero,Sector Terciario,Total,Total,Grandes,  82.6 ,  82.6 ,  74.2 ,  35.4 ,  62.5 ,  86.3 ,  100.0 ,  91.8 ,  66.1 ,  33.2 ,  69.4 ,  60.5 ,  100.0 ,  83.1 ,  89.8 ,  77.5 
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Total,  33.7 ,  33.7 ,  19.9 ,  9.2 ,  16.7 ,  28.4 ,  56.9 ,  39.8 ,  14.5 ,  1.5 ,  18.3 ,  13.1 ,  65.3 ,  28.0 ,  42.9 ,  29.2 
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Micros,  22.4 ,  22.4 ,  10.4 ,  6.2 ,  9.2 ,  17.3 ,  49.5 ,  30.2 ,  6.3 ,  0.6 ,  7.8 ,  5.6 ,  57.8 ,  17.4 ,  33.5 ,  20.2 
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Pymes,  65.4 ,  65.4 ,  42.7 ,  17.6 ,  35.2 ,  60.1 ,  75.4 ,  66.2 ,  34.0 ,  3.3 ,  46.0 ,  31.5 ,  85.6 ,  52.9 ,  66.0 ,  52.9 
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Total,  47.5 ,  47.5 ,  32.0 ,  19.0 ,  28.1 ,  40.3 ,  74.9 ,  54.1 ,  21.2 ,  11.4 ,  21.6 ,  19.4 ,  75.9 ,  29.9 ,  48.3 ,  39.5 
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Micros,  35.5 ,  35.5 ,  17.9 ,  10.8 ,  15.8 ,  19.7 ,  64.3 ,  37.6 ,  8.8 ,  1.8 ,  7.5 ,  7.0 ,  67.7 ,  22.2 ,  40.4 ,  27.3 
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Pymes,  70.0 ,  70.0 ,  60.5 ,  33.5 ,  52.4 ,  80.3 ,  97.0 ,  87.0 ,  43.3 ,  25.5 ,  46.9 ,  40.8 ,  91.7 ,  39.5 ,  60.4 ,  62.1 
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Total,  46.5 ,  46.5 ,  31.3 ,  18.8 ,  27.5 ,  40.0 ,  77.2 ,  54.9 ,  20.8 ,  11.3 ,  21.3 ,  19.1 ,  78.3 ,  30.3 ,  49.5 ,  39.5 
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Micros,  35.3 ,  35.3 ,  17.7 ,  10.7 ,  15.6 ,  19.9 ,  67.8 ,  39.1 ,  9.8 ,  2.0 ,  8.3 ,  7.8 ,  71.5 ,  23.3 ,  42.6 ,  28.1 
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Pymes,  67.6 ,  67.6 ,  59.9 ,  30.7 ,  51.1 ,  78.8 ,  96.7 ,  85.9 ,  41.4 ,  27.5 ,  45.2 ,  39.8 ,  91.1 ,  40.1 ,  60.5 ,  61.0 
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Grandes,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Total,  27.8 ,  27.8 ,  18.7 ,  8.2 ,  15.6 ,  18.1 ,  54.2 ,  32.6 ,  16.4 ,  9.3 ,  19.3 ,  15.8 ,  51.3 ,  17.9 ,  31.3 ,  24.6 
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Micros,  18.9 ,  18.9 ,  10.8 ,  4.4 ,  8.9 ,  9.6 ,  48.4 ,  25.1 ,  7.6 ,  5.4 ,  10.6 ,  8.1 ,  44.1 ,  11.0 ,  24.2 ,  17.0 
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Pymes,  52.8 ,  52.8 ,  42.9 ,  22.2 ,  36.7 ,  43.0 ,  71.1 ,  54.2 ,  43.9 ,  20.9 ,  45.7 ,  39.8 ,  73.5 ,  37.4 ,  51.8 ,  47.1 
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Grandes,  100.0 ,  100.0 ,  72.6 ,  20.2 ,  56.9 ,  81.1 ,  100.0 ,  88.7 ,  72.6 ,  37.7 ,  78.7 ,  67.5 ,  100.0 ,  72.6 ,  83.6 ,  79.3 
