Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa,Proporcion de las empresas que usan computador/laptop,Proporcion de las empresas que usan tablets o telefonos inteligentes,Proporcion de las empresa que usan internet,Proporcion de las empresas que se conectan a internet a traves de red contratada,Proporcion de las empresas con intranet,Proporcion de las empresas con LAN,Proporcion de las empresas con extranet, Infraestructura ,Porcentaje de los empleados q usan internet para sus labores,Porcentaje de las empresas que usan internet para email,Porcentaje de las empresas que usan internet para Voip,Porcentaje de las empresas que usan internet para mensaje,Porcentaje de las empresas que usan internet para capacitacion, Procesamiento ,Porcentaje de los negocios que usan internet para obtener informacion sobre bienes y servicios,Porcentaje de los negocios que usan internet para obtener informacion sobre el gobierno,"Porcentaje de los negocios que usan internet para interactuar (tramites, PQR) con el gobierno",Porcentaje de los negocios que usan internet para acceso a bancos,Porcentaje de los negocios que usan internet para compras,Porcentaje de las compras realizadas a traves de comercio electronico,Porcentaje de las empresas q realizan los pagos a proveedores o colaboradores a traves de internet,Porcentaje de las empresas que usan internet para contratar empleados,Facilidad para acceder a presonas capacitadas (4 o 5), Insumos ,Porcentaje de los negocios que usan internet para atencion a los clientes,Porcentaje de los negocios que usan internet para ventas,Porcentaje de las VENTAS realizadas a traves de comercio electronico sobre valor de ventas,Porcentaje de los negocios que reciben ordenes por internet,Porcentaje de los negocios que distribuyen productos en linea,Porcentaje de distribucion fisico vs digital,Porcentaje de empresas con medios de pago electronico para los clientes,Porcentaje de las empresas que tiene pagina WEB,Porcentaje de las empresas que tiene presencia en redes sociales,Porcentaje delas empresas que tienen aplicaciones moviles, Distribucion , Calculo del Indice 
2015,Region Oriental,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,100%,50%,100%,100%,91%,100%,59%,  85 ,73%,100%,91%,63%,86%,  84 ,96%,100%,91%,91%,82%,23%,10%,82%,86%,  71 ,100%,27%,4%,54%,23%,23%,50%,82%,82%,16%,  45 ,  71 
2015,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Oriental,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Oriental,Sector Terciario,Servicios,Otros servicios,Total,20%,20%,10%,10%,3%,3%,3%,  12 ,31%,8%,1%,5%,1%,  12 ,5%,0%,1%,3%,0%,0%,1%,1%,1%,  1 ,6%,0%,0%,0%,1%,1%,1%,9%,20%,0%,  3 ,  7 
2015,Region Oriental,Sector Terciario,Servicios,Otros servicios,Micros,20%,20%,9%,9%,3%,3%,3%,  12 ,31%,7%,1%,5%,1%,  12 ,5%,0%,1%,3%,0%,0%,1%,1%,1%,  1 ,6%,0%,0%,0%,1%,1%,1%,9%,20%,0%,  3 ,  7 
2015,Region Oriental,Sector Terciario,Servicios,Otros servicios,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Region Oriental,Sector Terciario,Servicios,Otros servicios,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Total,Total,Total,Total,64%,26%,65%,55%,21%,22%,19%,43,13%,53%,11%,33%,11%,22,35%,24%,9%,25%,19%,16%,7%,10%,11%,18,40%,11%,10%,13%,6%,6%,22%,30%,38%,5%,17,25
2015,Antioquia,Total,Total,Total,Micros,55%,19%,56%,44%,15%,15%,15%,  35 ,10%,45%,6%,28%,6%,  17 ,28%,15%,1%,19%,14%,14%,6%,6%,6%,  13 ,33%,9%,9%,9%,4%,4%,18%,17%,30%,3%,  13 ,  20 
2015,Antioquia,Total,Total,Total,Pymes,100%,47%,100%,98%,33%,33%,33%,  69 ,10%,80%,10%,50%,10%,  28 ,50%,46%,22%,33%,26%,26%,10%,10%,10%,  27 ,60%,13%,13%,13%,8%,8%,37%,79%,61%,8%,  28 ,  38 
2015,Antioquia,Total,Total,Total,Grandes,100%,73%,100%,100%,86%,100%,50%,  88 ,62%,100%,89%,63%,85%,  80 ,99%,97%,96%,100%,79%,12%,10%,72%,85%,  71 ,93%,39%,9%,72%,40%,40%,46%,92%,92%,18%,  54 ,  73 
2015,Antioquia,Sector Primario,Total,Total,Total,91%,67%,91%,81%,27%,27%,27%,  66 ,10%,73%,9%,46%,9%,  26 ,46%,53%,0%,30%,11%,11%,9%,9%,9%,  20 ,55%,11%,11%,11%,7%,7%,32%,14%,14%,11%,  17 ,  32 
2015,Antioquia,Sector Primario,Total,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Primario,Total,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Primario,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Primario,Agricultura y ganadería,Total,Total,90%,64%,90%,79%,26%,26%,26%,  65 ,10%,72%,9%,45%,9%,  26 ,45%,53%,0%,30%,11%,11%,9%,9%,9%,  20 ,54%,11%,11%,11%,7%,7%,32%,14%,14%,11%,  17 ,  32 
2015,Antioquia,Sector Primario,Agricultura y ganadería,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Primario,Agricultura y ganadería,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Primario,Agricultura y ganadería,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Primario,Minas y canteras,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Primario,Minas y canteras,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Primario,Minas y canteras,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Primario,Minas y canteras,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Total,Total,Total,75%,26%,70%,51%,19%,20%,17%,45,23%,57%,11%,35%,10%,26,37%,17%,7%,27%,18%,15%,7%,10%,10%,18,41%,12%,11%,14%,7%,7%,25%,35%,28%,2%,18,27
2015,Antioquia,Sector Secundario,Total,Total,Micros,69%,13%,63%,40%,13%,13%,13%,  37 ,22%,50%,6%,31%,6%,  22 ,31%,12%,0%,21%,14%,14%,6%,6%,6%,  14 ,38%,10%,10%,10%,5%,5%,20%,24%,23%,0%,  14 ,  22 
2015,Antioquia,Sector Secundario,Total,Total,Pymes,100%,77%,100%,94%,31%,31%,31%,  74 ,22%,80%,10%,50%,10%,  32 ,50%,20%,12%,33%,20%,20%,10%,10%,10%,  23 ,60%,16%,16%,16%,8%,8%,53%,72%,31%,7%,  29 ,  39 
2015,Antioquia,Sector Secundario,Total,Total,Grandes,100%,73%,100%,100%,86%,100%,47%,  88 ,51%,100%,88%,63%,82%,  76 ,99%,95%,95%,100%,76%,9%,10%,65%,82%,  69 ,37%,41%,9%,72%,37%,37%,19%,94%,94%,19%,  46 ,  70 
2015,Antioquia,Sector Secundario,Industrias manufactureras,Total,Total,74%,23%,70%,56%,21%,22%,19%,45,23%,56%,11%,35%,10%,26,37%,17%,6%,26%,20%,17%,7%,10%,10%,18,40%,13%,11%,14%,7%,7%,23%,36%,31%,2%,18,27
2015,Antioquia,Sector Secundario,Industrias manufactureras,Total,Micros,68%,14%,62%,45%,15%,15%,15%,  38 ,22%,49%,6%,31%,6%,  22 ,31%,12%,0%,20%,16%,16%,6%,6%,6%,  14 ,37%,10%,10%,10%,5%,5%,20%,23%,25%,0%,  14 ,  22 
2015,Antioquia,Sector Secundario,Industrias manufactureras,Total,Pymes,100%,57%,100%,97%,32%,32%,32%,  71 ,22%,80%,10%,50%,10%,  32 ,50%,17%,7%,33%,24%,24%,10%,10%,10%,  23 ,60%,18%,18%,18%,8%,8%,43%,87%,43%,7%,  31 ,  39 
2015,Antioquia,Sector Secundario,Industrias manufactureras,Total,Grandes,100%,73%,100%,100%,86%,100%,47%,  88 ,51%,100%,88%,63%,82%,  76 ,99%,95%,95%,100%,76%,9%,10%,65%,82%,  69 ,37%,41%,9%,72%,37%,37%,19%,94%,94%,19%,  46 ,  70 
2015,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,77%,13%,79%,50%,19%,20%,16%,44,23%,65%,11%,40%,11%,28,42%,17%,5%,30%,6%,3%,8%,10%,11%,16,47%,4%,3%,6%,8%,8%,10%,33%,29%,1%,14,26
2015,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,71%,3%,74%,37%,12%,12%,12%,  37 ,22%,60%,7%,37%,7%,  25 ,37%,7%,0%,25%,0%,0%,7%,7%,7%,  11 ,45%,0%,0%,0%,6%,6%,0%,23%,26%,0%,  9 ,  21 
2015,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,100%,52%,100%,100%,33%,33%,33%,  70 ,22%,80%,10%,50%,10%,  32 ,50%,49%,0%,33%,16%,16%,10%,10%,10%,  23 ,60%,14%,14%,14%,8%,8%,60%,71%,23%,0%,  28 ,  38 
2015,Antioquia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,100%,57%,100%,100%,82%,100%,37%,  83 ,45%,100%,77%,63%,73%,  70 ,100%,90%,92%,100%,73%,9%,10%,57%,73%,  67 ,31%,43%,10%,71%,31%,31%,16%,88%,88%,18%,  44 ,  66 
2015,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,54%,28%,60%,57%,19%,19%,19%,  40 ,22%,48%,6%,30%,6%,  22 ,30%,26%,1%,20%,26%,26%,6%,6%,6%,  18 ,36%,29%,29%,29%,5%,5%,53%,28%,28%,1%,  27 ,  27 
2015,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,53%,27%,59%,57%,19%,19%,19%,  39 ,22%,48%,6%,30%,6%,  22 ,30%,26%,0%,20%,26%,26%,6%,6%,6%,  18 ,36%,29%,29%,29%,5%,5%,53%,27%,28%,0%,  27 ,  26 
2015,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,100%,74%,100%,100%,85%,100%,48%,  88 ,54%,100%,87%,63%,85%,  77 ,98%,91%,89%,100%,72%,7%,10%,74%,85%,  68 ,35%,35%,6%,72%,35%,35%,17%,89%,89%,18%,  43 ,  69 
2015,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,100%,24%,100%,100%,33%,33%,33%,  65 ,22%,80%,10%,50%,10%,  32 ,50%,4%,2%,33%,60%,60%,10%,10%,10%,  33 ,60%,3%,3%,3%,8%,8%,39%,70%,48%,0%,  22 ,  38 
2015,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,100%,56%,100%,100%,33%,33%,33%,  71 ,22%,80%,10%,50%,10%,  32 ,50%,26%,15%,33%,35%,35%,10%,10%,10%,  28 ,60%,23%,23%,23%,8%,8%,82%,85%,45%,3%,  37 ,  42 
2015,Antioquia,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,100%,76%,100%,100%,88%,100%,56%,  90 ,50%,100%,96%,63%,88%,  78 ,100%,100%,100%,100%,84%,13%,10%,80%,88%,  73 ,40%,44%,6%,80%,40%,40%,20%,96%,96%,19%,  49 ,  72 
2015,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,80%,68%,80%,80%,27%,27%,27%,  62 ,22%,64%,8%,40%,8%,  27 ,40%,7%,8%,27%,38%,38%,8%,8%,8%,  24 ,48%,22%,22%,22%,6%,6%,29%,80%,17%,2%,  27 ,  35 
2015,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,100%,83%,100%,100%,33%,33%,33%,  77 ,22%,80%,10%,50%,10%,  32 ,50%,8%,10%,33%,34%,34%,10%,10%,10%,  26 ,60%,39%,39%,39%,8%,8%,46%,100%,24%,3%,  41 ,  44 
2015,Antioquia,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,100%,80%,100%,100%,86%,100%,50%,  90 ,56%,100%,93%,63%,84%,  79 ,100%,100%,100%,100%,77%,12%,10%,68%,84%,  71 ,39%,43%,13%,73%,39%,39%,19%,100%,100%,20%,  48 ,  72 
2015,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,100%,85%,100%,100%,100%,100%,46%,  92 ,52%,100%,69%,63%,69%,  70 ,92%,85%,92%,100%,69%,4%,10%,39%,69%,  64 ,23%,8%,2%,46%,23%,23%,12%,92%,92%,18%,  30 ,  64 
2015,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,74%,25%,74%,74%,25%,25%,25%,  49 ,22%,59%,7%,37%,7%,  25 ,37%,3%,0%,24%,23%,23%,7%,7%,7%,  17 ,44%,1%,1%,1%,6%,6%,1%,25%,42%,0%,  11 ,  26 
2015,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,100%,82%,100%,100%,85%,100%,56%,  91 ,52%,100%,97%,63%,88%,  79 ,100%,100%,97%,100%,88%,5%,10%,62%,88%,  72 ,47%,47%,9%,74%,47%,47%,24%,97%,97%,19%,  51 ,  73 
2015,Antioquia,Sector Secundario,Servicios Publicos,Total,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Servicios Publicos,Total,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Servicios Publicos,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Servicios Publicos,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Secundario,Construccion,Total,Total,83%,32%,82%,26%,9%,9%,9%,  45 ,22%,66%,8%,41%,8%,  27 ,41%,11%,5%,27%,1%,1%,8%,8%,8%,  13 ,49%,0%,0%,0%,6%,6%,7%,23%,8%,0%,  9 ,  24 
2015,Antioquia,Sector Secundario,Construccion,Total,Micros,77%,15%,76%,3%,1%,1%,1%,  34 ,22%,61%,8%,38%,8%,  26 ,38%,6%,0%,25%,1%,1%,8%,8%,8%,  11 ,46%,0%,0%,0%,6%,6%,0%,15%,3%,0%,  7 ,  20 
2015,Antioquia,Sector Secundario,Construccion,Total,Pymes,100%,77%,100%,89%,30%,30%,30%,  73 ,22%,80%,10%,50%,10%,  32 ,50%,24%,21%,33%,0%,0%,10%,10%,10%,  18 ,60%,0%,0%,0%,8%,8%,23%,44%,20%,0%,  15 ,  34 
2015,Antioquia,Sector Secundario,Construccion,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Terciario,Total,Total,Total,62%,25%,63%,56%,22%,22%,19%,42,33%,51%,10%,32%,10%,28,34%,26%,10%,24%,19%,17%,6%,9%,10%,18,38%,11%,10%,12%,7%,7%,21%,30%,41%,5%,17,26
2015,Antioquia,Sector Terciario,Total,Total,Micros,52%,20%,54%,45%,15%,15%,15%,  34 ,31%,43%,5%,27%,5%,  23 ,27%,16%,1%,18%,14%,14%,5%,5%,5%,  13 ,32%,9%,9%,9%,4%,4%,18%,16%,32%,3%,  13 ,  21 
2015,Antioquia,Sector Terciario,Total,Total,Pymes,100%,36%,100%,100%,33%,33%,33%,  67 ,31%,80%,10%,50%,10%,  34 ,50%,56%,27%,33%,29%,29%,10%,10%,10%,  29 ,60%,13%,13%,13%,8%,8%,32%,83%,73%,9%,  28 ,  40 
2015,Antioquia,Sector Terciario,Total,Total,Grandes,98%,74%,100%,100%,91%,96%,46%,  88 ,64%,100%,92%,63%,87%,  81 ,98%,99%,98%,98%,78%,32%,10%,73%,87%,  72 ,62%,32%,11%,65%,54%,54%,31%,86%,86%,17%,  48 ,  72 
2015,Antioquia,Sector Terciario,Comercio,Total,Total,62%,29%,64%,58%,22%,23%,20%,43,20%,52%,10%,32%,10%,24,34%,24%,8%,24%,17%,13%,6%,10%,10%,18,40%,9%,7%,11%,5%,5%,28%,29%,40%,6%,16,26
2015,Antioquia,Sector Terciario,Comercio,Total,Micros,53%,17%,55%,47%,16%,16%,16%,  34 ,18%,44%,5%,27%,5%,  19 ,27%,16%,1%,18%,12%,12%,5%,5%,5%,  13 ,33%,7%,7%,7%,4%,4%,18%,16%,35%,4%,  12 ,  20 
2015,Antioquia,Sector Terciario,Comercio,Total,Pymes,100%,76%,100%,100%,33%,33%,33%,  75 ,18%,80%,10%,50%,10%,  30 ,50%,40%,15%,33%,20%,20%,10%,10%,10%,  24 ,60%,10%,10%,10%,8%,8%,72%,75%,47%,10%,  29 ,  40 
2015,Antioquia,Sector Terciario,Comercio,Total,Grandes,100%,84%,100%,100%,83%,100%,46%,  90 ,66%,99%,92%,62%,90%,  82 ,98%,98%,97%,99%,85%,13%,10%,88%,90%,  73 ,94%,38%,7%,76%,4%,4%,47%,96%,96%,19%,  50 ,  74 
2015,Antioquia,Sector Terciario,Servicios,Total,Total,60%,27%,62%,53%,21%,21%,19%,41,33%,51%,10%,32%,10%,28,34%,28%,11%,24%,22%,19%,6%,9%,10%,19,37%,14%,12%,15%,7%,7%,18%,30%,37%,4%,18,26
2015,Antioquia,Sector Terciario,Servicios,Total,Micros,50%,25%,53%,41%,14%,14%,14%,  34 ,31%,42%,5%,27%,5%,  23 ,27%,16%,2%,18%,17%,17%,5%,5%,5%,  14 ,32%,13%,13%,13%,4%,4%,17%,16%,26%,2%,  14 ,  21 
2015,Antioquia,Sector Terciario,Servicios,Total,Pymes,100%,25%,100%,100%,33%,33%,33%,  65 ,31%,80%,10%,50%,10%,  34 ,50%,65%,28%,33%,29%,29%,10%,10%,10%,  30 ,60%,10%,10%,10%,8%,8%,19%,84%,80%,9%,  26 ,  39 
2015,Antioquia,Sector Terciario,Servicios,Total,Grandes,97%,74%,100%,100%,91%,97%,56%,  89 ,72%,100%,91%,63%,88%,  84 ,99%,99%,97%,100%,79%,15%,10%,77%,88%,  72 ,55%,37%,11%,70%,55%,55%,27%,90%,90%,18%,  50 ,  73 
2015,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Total,36%,20%,36%,29%,10%,10%,10%,  24 ,31%,29%,4%,18%,4%,  18 ,18%,11%,8%,12%,15%,15%,4%,4%,4%,  11 ,21%,0%,0%,0%,3%,3%,18%,25%,24%,0%,  8 ,  15 
2015,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,13%,12%,13%,4%,1%,1%,1%,  8 ,31%,10%,1%,6%,1%,  13 ,6%,1%,1%,4%,11%,11%,1%,1%,1%,  5 ,8%,0%,0%,0%,1%,1%,12%,1%,1%,0%,  2 ,  7 
2015,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,100%,67%,100%,100%,92%,92%,17%,  83 ,62%,100%,92%,63%,83%,  80 ,100%,100%,92%,100%,75%,9%,10%,58%,83%,  69 ,50%,17%,3%,50%,50%,50%,25%,75%,75%,15%,  38 ,  68 
2015,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,25%,5%,31%,30%,10%,10%,10%,  18 ,31%,25%,3%,16%,3%,  17 ,16%,18%,1%,10%,1%,1%,3%,3%,3%,  6 ,19%,8%,8%,8%,2%,2%,5%,7%,12%,2%,  7 ,  12 
2015,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,23%,5%,30%,28%,9%,9%,9%,  17 ,31%,24%,3%,15%,3%,  17 ,15%,19%,0%,10%,0%,0%,3%,3%,3%,  6 ,18%,6%,6%,6%,2%,2%,4%,5%,10%,2%,  6 ,  11 
2015,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,100%,43%,100%,100%,86%,100%,65%,  84 ,39%,100%,79%,63%,71%,  68 ,92%,100%,100%,100%,93%,23%,10%,86%,71%,  74 ,79%,50%,13%,93%,79%,79%,39%,79%,79%,16%,  61 ,  72 
2015,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Total,94%,71%,94%,94%,31%,31%,31%,  70 ,31%,75%,9%,47%,9%,  33 ,47%,4%,2%,31%,67%,67%,9%,9%,9%,  34 ,56%,3%,3%,3%,7%,7%,0%,71%,70%,2%,  19 ,  39 
2015,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Terciario,Servicios,Información y comunicaciones,Grandes,100%,95%,100%,100%,95%,100%,95%,  98 ,94%,100%,100%,63%,100%,  94 ,100%,100%,100%,100%,95%,19%,10%,95%,100%,  77 ,74%,47%,11%,90%,74%,74%,37%,95%,95%,19%,  61 ,  83 
2015,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,94%,85%,95%,92%,31%,31%,31%,  73 ,31%,76%,10%,48%,10%,  33 ,48%,12%,3%,31%,86%,86%,10%,10%,10%,  40 ,57%,75%,75%,75%,7%,7%,79%,13%,8%,8%,  51 ,  49 
2015,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,94%,83%,95%,91%,30%,30%,30%,  72 ,31%,76%,9%,47%,9%,  33 ,47%,3%,3%,31%,85%,85%,9%,9%,9%,  39 ,57%,82%,82%,82%,7%,7%,87%,4%,0%,0%,  53 ,  49 
2015,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,83%,18%,88%,78%,28%,29%,26%,54,33%,71%,13%,45%,13%,34,47%,62%,18%,32%,7%,4%,9%,12%,13%,21,52%,3%,2%,4%,9%,9%,14%,33%,29%,6%,15,31
2015,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,79%,7%,85%,72%,24%,24%,24%,  49 ,31%,68%,9%,43%,9%,  31 ,43%,61%,9%,28%,0%,0%,9%,9%,9%,  17 ,51%,0%,0%,0%,7%,7%,3%,24%,20%,0%,  10 ,  27 
2015,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,100%,60%,100%,100%,33%,33%,33%,  72 ,31%,80%,10%,50%,10%,  34 ,50%,57%,39%,33%,23%,23%,10%,10%,10%,  28 ,60%,8%,8%,8%,8%,8%,72%,63%,56%,33%,  28 ,  41 
2015,Antioquia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,93%,76%,100%,100%,86%,93%,38%,  86 ,62%,100%,86%,63%,85%,  79 ,100%,99%,93%,100%,68%,14%,10%,69%,85%,  69 ,47%,36%,9%,64%,47%,47%,24%,86%,86%,17%,  46 ,  70 
2015,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,91%,48%,99%,53%,21%,21%,19%,59,34%,80%,15%,51%,14%,37,53%,22%,26%,36%,23%,20%,10%,14%,14%,25,58%,3%,3%,6%,9%,9%,18%,46%,30%,19%,18,35
2015,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,89%,50%,99%,41%,14%,14%,14%,  56 ,31%,79%,10%,50%,10%,  34 ,50%,17%,10%,33%,10%,10%,10%,10%,10%,  19 ,60%,0%,0%,0%,8%,8%,19%,47%,27%,20%,  16 ,  31 
2015,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,100%,31%,100%,100%,33%,33%,33%,  66 ,31%,80%,10%,50%,10%,  34 ,50%,23%,84%,33%,75%,75%,10%,10%,10%,  45 ,60%,17%,17%,17%,8%,8%,16%,28%,24%,13%,  21 ,  42 
2015,Antioquia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,100%,60%,100%,100%,93%,100%,60%,  87 ,81%,100%,100%,63%,93%,  89 ,100%,93%,100%,100%,73%,5%,10%,80%,93%,  70 ,27%,13%,1%,60%,27%,27%,13%,93%,93%,19%,  35 ,  70 
2015,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Micros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Antioquia,Sector Terciario,Servicios,Administración pública y defensa,Pymes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
