Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa,Porcentaje de las empresas con ciberseguridad,Porcentaje de las empresas con ciberseguridad en plan de implementación,Porcentaje de las empresas con computación en la nube ,Porcentaje de las empresas con computación en la nube en plan de implementación,INFRAESTRUCTURA,Porcentaje de las empresas con sensores/M2M/IOT,Porcentaje de las empresas con sensores/M2M/IOT en plan de implementación,Porcentaje de las empresas con robótica,Porcentaje de las empresas con robótica en plan de implementacion,Porcentaje de las empresas con impresoras 3D,Porcentaje de las empresas con impresoras 3D en plan de implementación,Porcentaje de las empresas con realidad virtual,Porcentaje de las empresas con realidad virtual en plan de implementación,PROCESAMIENTO,Porcentaje de las empresas con Big Data,Porcentaje de las empresas con Big Data en plan de implementación,Porcentaje de las empresas con inteligencia artificial,Porcentaje de las empresas con inteligencia artificial en plan de implementación,Porcentaje de las empresas con block chain,Porcentaje de las empresas con block chain en plan de implementación, DISTRIBUCION , Calculo del Indice 
2017,Antioquia,Sector Terciario,Servicios,Educación,Total,33.3%,8.3%,16.7%,8.3%,18,8.3%,0.0%,8.3%,0.0%,8.3%,0.0%,0.0%,8.3%,5,8.3%,8.3%,0.0%,0.0%,8.3%,0.0%,  5 ,  10 
2017,Antioquia,Sector Terciario,Servicios,Educación,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Educación,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Educación,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Antioquia,Sector Terciario,Servicios,Otros servicios,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Total,Total,Total,Total,8.9%,7.6%,16.7%,9.5%,11,9.5%,6.1%,0.5%,4.9%,0.0%,2.0%,0.4%,3.6%,3,1.3%,3.1%,0.5%,0.1%,0.0%,1.9%,  1 ,  5 
2017,Eje Cafetero,Total,Total,Total,Micros,1.4%,7.0%,16.2%,10.8%,9,9.8%,10.8%,0.0%,8.6%,0.0%,2.3%,1.1%,4.8%,3,0.0%,0.0%,0.0%,0.0%,0.0%,1.1%,  -   ,  4 
2017,Eje Cafetero,Total,Total,Total,Pymes,12.9%,7.5%,14.9%,8.6%,12,9.9%,3.3%,0.0%,2.7%,0.0%,1.9%,0.0%,3.0%,3,2.3%,5.0%,0.8%,0.2%,0.0%,2.6%,  1 ,  5 
2017,Eje Cafetero,Total,Total,Total,Grandes,23.3%,17.0%,49.9%,11.7%,28,0.0%,0.0%,11.6%,0.0%,0.0%,0.0%,0.0%,0.0%,2,0.0%,5.3%,0.0%,0.0%,0.0%,0.0%,  -   ,  10 
2017,Eje Cafetero,Sector Primario,Total,Total,Total,5.8%,2.9%,8.0%,2.9%,5,0.0%,2.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0.0%,2.9%,0.0%,0.0%,0.0%,0.0%,  -   ,  2 
2017,Eje Cafetero,Sector Primario,Total,Total,Micros,10.1%,0.0%,5.1%,5.1%,6,0.0%,5.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  2 
2017,Eje Cafetero,Sector Primario,Total,Total,Pymes,0.0%,0.0%,5.5%,0.0%,2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  1 
2017,Eje Cafetero,Sector Primario,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Total,6.7%,3.3%,6.7%,3.3%,5,0.0%,3.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0.0%,3.3%,0.0%,0.0%,0.0%,0.0%,  -   ,  2 
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Micros,10.5%,0.0%,5.3%,5.3%,6,0.0%,5.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  2 
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Pymes,0.0%,0.0%,0.0%,0.0%,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - , - 
2017,Eje Cafetero,Sector Primario,Agricultura y ganadería,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Primario,Minas y canteras,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Total,Total,Total,22.2%,14.1%,6.7%,20.4%,16,13.0%,2.8%,0.0%,7.4%,0.0%,2.8%,2.8%,4.6%,4,0.0%,15.8%,0.0%,0.0%,0.0%,2.8%,  2 ,  7 
2017,Eje Cafetero,Sector Secundario,Total,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Total,Total,Pymes,26.7%,10.2%,7.8%,24.3%,17,14.1%,3.9%,0.0%,10.2%,0.0%,0.0%,0.0%,6.3%,4,0.0%,20.4%,0.0%,0.0%,0.0%,0.0%,  2 ,  8 
2017,Eje Cafetero,Sector Secundario,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Total,13.0%,13.0%,8.7%,17.4%,13,13.0%,4.3%,0.0%,4.3%,0.0%,4.3%,4.3%,0.0%,4,0.0%,0.0%,0.0%,0.0%,0.0%,4.3%,  -   ,  6 
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Pymes,14.3%,7.1%,14.3%,21.4%,14,14.3%,7.1%,0.0%,7.1%,0.0%,0.0%,0.0%,0.0%,4,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  6 
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,15.4%,7.7%,7.7%,15.4%,12,7.7%,7.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  4 
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos metalurgicos,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Productos de quimicos /farmaceuticos /plasticos,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Madera y muebles,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Papel e impresión,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Industrias manufactureras,Otros manufactura,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Servicios Publicos,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Secundario,Construccion,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Total,Total,Total,6.5%,6.6%,18.8%,7.7%,10,9.0%,6.7%,0.5%,4.5%,0.0%,1.9%,0.0%,3.4%,3,1.6%,0.8%,0.5%,0.2%,0.0%,1.8%,  1 ,  5 
2017,Eje Cafetero,Sector Terciario,Total,Total,Micros,0.0%,5.4%,18.3%,10.9%,9,9.9%,12.2%,0.0%,9.9%,0.0%,1.3%,0.0%,5.4%,3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  4 
2017,Eje Cafetero,Sector Terciario,Total,Total,Pymes,9.8%,6.9%,16.7%,4.9%,10,9.0%,3.2%,0.0%,1.0%,0.0%,2.4%,0.0%,2.3%,2,2.9%,1.4%,1.0%,0.3%,0.0%,3.2%,  1 ,  5 
2017,Eje Cafetero,Sector Terciario,Total,Total,Grandes,25.7%,12.9%,49.2%,12.9%,28,0.0%,0.0%,12.9%,0.0%,0.0%,0.0%,0.0%,0.0%,3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  10 
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Total,0.0%,3.8%,7.7%,7.7%,5,7.7%,7.7%,0.0%,3.8%,0.0%,0.0%,0.0%,3.8%,2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  2 
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Micros,0.0%,7.7%,7.7%,15.4%,7,7.7%,15.4%,0.0%,7.7%,0.0%,0.0%,0.0%,7.7%,3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  3 
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Pymes,0.0%,0.0%,7.7%,0.0%,2,7.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  1 
2017,Eje Cafetero,Sector Terciario,Comercio,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Total,15.2%,10.2%,33.5%,7.6%,18,10.7%,5.4%,1.3%,5.4%,0.0%,4.4%,0.0%,2.9%,3,3.8%,1.8%,1.3%,0.4%,0.0%,4.2%,  2 ,  8 
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Micros,0.0%,0.0%,43.9%,0.0%,13,15.1%,4.6%,0.0%,15.1%,0.0%,4.6%,0.0%,0.0%,4,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Pymes,20.2%,14.3%,26.4%,10.1%,19,10.4%,6.7%,0.0%,2.0%,0.0%,4.9%,0.0%,4.7%,3,6.1%,2.8%,2.0%,0.6%,0.0%,6.7%,  3 ,  8 
2017,Eje Cafetero,Sector Terciario,Servicios,Total,Grandes,25.7%,12.9%,49.2%,12.9%,28,0.0%,0.0%,12.9%,0.0%,0.0%,0.0%,0.0%,0.0%,3,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  10 
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Transporte y almacenamiento,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Alojamiento y servicios de comida,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Información y comunicaciones,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades financieras y de seguros,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Total,35.7%,0.0%,21.4%,7.1%,19,7.1%,7.1%,7.1%,0.0%,0.0%,7.1%,0.0%,0.0%,4,0.0%,0.0%,7.1%,0.0%,0.0%,0.0%,  2 ,  8 
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,27.3%,0.0%,9.1%,9.1%,13,9.1%,0.0%,0.0%,0.0%,0.0%,9.1%,0.0%,0.0%,2,0.0%,0.0%,9.1%,0.0%,0.0%,0.0%,  2 ,  6 
2017,Eje Cafetero,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,16.7%,16.7%,50.0%,16.7%,27,16.7%,0.0%,0.0%,0.0%,0.0%,16.7%,0.0%,16.7%,5,16.7%,8.3%,0.0%,0.0%,0.0%,0.0%,  5 ,  12 
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,20.0%,20.0%,40.0%,20.0%,26,20.0%,0.0%,0.0%,0.0%,0.0%,10.0%,0.0%,20.0%,6,20.0%,10.0%,0.0%,0.0%,0.0%,0.0%,  6 ,  12 
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Administración pública y defensa,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Educación,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,10.0%,10.0%,20.0%,0.0%,11,20.0%,0.0%,0.0%,10.0%,0.0%,0.0%,0.0%,0.0%,5,10.0%,0.0%,0.0%,0.0%,0.0%,0.0%,  3 ,  6 
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,10.0%,10.0%,20.0%,0.0%,11,20.0%,0.0%,0.0%,10.0%,0.0%,0.0%,0.0%,0.0%,5,10.0%,0.0%,0.0%,0.0%,0.0%,0.0%,  3 ,  6 
2017,Eje Cafetero,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Eje Cafetero,Sector Terciario,Servicios,Otros servicios,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Total,2.2%,21.3%,29.9%,8.6%,16,0.3%,0.0%,0.3%,1.0%,0.0%,1.0%,0.0%,0.0%,0,1.9%,0.0%,0.0%,7.7%,0.0%,0.0%,  1 ,  6 
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Micros,0.0%,22.0%,29.2%,19.6%,17,0.0%,0.0%,0.0%,0.0%,0.0%,2.5%,0.0%,0.0%,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Pymes,3.7%,18.8%,28.4%,1.6%,14,0.5%,0.0%,0.5%,1.6%,0.0%,0.0%,0.0%,0.0%,0,0.5%,0.0%,0.0%,12.9%,0.0%,0.0%,  1 ,  5 
2017,Region de la Orinoquia y Amazonia,Total,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Total,15.9%,7.0%,26.7%,7.0%,16,2.0%,0.0%,2.0%,7.0%,0.0%,7.0%,0.0%,0.0%,1,2.0%,0.0%,0.0%,0.0%,0.0%,0.0%,  -   ,  6 
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Pymes,24.0%,0.0%,16.4%,10.5%,14,2.9%,0.0%,2.9%,10.5%,0.0%,0.0%,0.0%,0.0%,2,2.9%,0.0%,0.0%,0.0%,0.0%,0.0%,  1 ,  6 
2017,Region de la Orinoquia y Amazonia,Sector Primario,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Total,16.9%,8.5%,27.7%,8.5%,17,0.0%,0.0%,0.0%,8.5%,0.0%,8.5%,0.0%,0.0%,1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%, - ,  6 
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Agricultura y ganadería,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Primario,Minas y canteras,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Total,0.0%,26.2%,33.7%,9.9%,17,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,2.1%,0.0%,0.0%,9.9%,0.0%,0.0%,  1 ,  6 
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Total,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Total,Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,"Textiles, prendas y cueros",Grandes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Total,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Micros,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Pymes,,,,,,,,,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Secundario,Industrias manufactureras,Alimentos y Bebidas,Grandes,,,,,,,,,,,,,,,,,,,,,,
