Año,Region Geografica,Sector,Sector Economico,Sub sector,Tamaño de Empresa,Porcentaje de las empresas con una estrategia digital específica ,Porcentaje de las empresas abiertas a una transformación digital ,Porcentaje de las empresas que desarrollaron la estrategia y ya esta implementada,Porcentaje de las empresas que desarrollaron la estrategia y esta en proceso de implementacion en 2 años ,Porcentaje de las emrpesas que estan midiendo la transformación digital ,Porcentaje de las empresas que han definido indicadores de desempeño, ESTRATEGIA ,Quien dirigue la estrategia digital de la empresa? ,Quién es el responsable de desarrollar la vision empresarial de los negocios digitales de su organización? , GOBERNANZA ,Porcentaje de las empresas cuyos empleados estan preparados para una estrategia digital ,Porcentaje de las empresas cuyos RRHH son adecuados/suficientes para desarrollar la transfromacion digital , CAPITAL HUMANO , Calculo del Indice 
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Actividades inmobiliarias y Actividades de servicios administrativos y de apoyo,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades profesionales, científicas y técnicas",Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Administración pública y defensa,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Administración pública y defensa,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Administración pública y defensa,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Administración pública y defensa,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Educación,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Educación,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Educación,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Educación,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Atencion de salud y de asistencia social,Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,"Actividades artísticas, de entretenimiento y recreación",Grandes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Otros servicios,Total,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Otros servicios,Micros,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Otros servicios,Pymes,,,,,,,,,,,,,,
2017,Region de la Orinoquia y Amazonia,Sector Terciario,Servicios,Otros servicios,Grandes,,,,,,,,,,,,,,
